rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
303188,6ae84e934d7e87ae49e1d627366b54cd6d673baf,The shortest Joke An Irish Man walks out of a bar.,the shortest joke an irish man walks out of a bar .,12,"man, bar","man, bar","bar, man",379
304195,6b3f3527c8be8e0483e830bac3052578ff412f47,Two men walk into a bar You think at least one of them would have seen it,two men walk into a bar you think at least one of them would have seen it,17,"man, bar","man, bar","bar, man",379
304203,6b3fb67f4c6226f89b5f83bc86eb3bcd80c767f0,A blind man walks into a bar... Then gets back up.,a blind man walks into a bar ...  then gets back up .,13,"man, bar","man, bar","bar, man",379
306398,6c003b8c3ee800fddc31720d8dd9609c3ed1d589,Two armed men walk into a bar... Occasionally a one armed man will also walk into a bar.,two armed men walk into a bar ...  occasionally a one armed man will also walk into a bar .,20,"man, bar","man, bar","bar, man",379
307799,6c7ec3924109bb07a499e885393b9f5b8f6e47ea,An Irish man walks out of a bar... ...,an irish man walks out of a bar ...,9,"man, bar","man, bar","bar, man",379
307800,6c7ec3924109bb07a499e885393b9f5b8f6e47ea,An Irish man walks out of a bar...,an irish man walks out of a bar ...,9,"man, bar","man, bar","bar, man",379
307801,6c7ec3924109bb07a499e885393b9f5b8f6e47ea,An Irish man walks out of a bar....,an irish man walks out of a bar ...,9,"man, bar","man, bar","bar, man",379
315243,6f1dffd22f53a2784b1491b20fb64eef722830d7,5 men walk into a bar You would think that the last one would have ducked,5 men walk into a bar you would think that the last one would have ducked,16,"man, bar","man, bar","bar, man",379
315374,6f2abf882883e9a0c89f88062485a057d8d6d595,A man walks into a bar... he says ow,a man walks into a bar ...  he says ow,10,"man, bar","man, bar","bar, man",379
317823,6ffe787c9a694e4a218194b2dea4f48eaf197351,"Why did the man get kicked out of the ""Russian"" bar? Because he walked in.","why did the man get kicked out of the "" russian "" bar ? because he walked in .",19,"man, bar","man, bar","bar, man",379
317857,7001f26452e0e46cbda0ba3848349e09df220109,"A man walks into a bar And says ""ouch""","a man walks into a bar and says "" ouch """,11,"man, bar","man, bar","bar, man",379
320169,70d05f740283950bf17330f32cfe82fe5e90783d,An ordinary man walks into a bar. It's a different bar than the one you always think of.,an ordinary man walks into a bar . it's a different bar than the one you always think of .,20,"bar, man","bar, man","bar, man",379
323172,71d8a223006175d5d2f501ec09738adca046595e,A man walked into a bar... I ducked.,a man walked into a bar ...  i ducked .,10,"man, bar","man, bar","bar, man",379
327871,737d10ca48a5cceb7f027577bf2f9c796f27b184,Two people walk into a bar You'd think the second man would have seen it there,two people walk into a bar you'd think the second man would have seen it there,16,"bar, man","bar, man","bar, man",379
328541,73b92bfcfcc1d449b8df4416f88ef587021f5fb7,A blind man walks into a bar...,a blind man walks into a bar ...,8,"man, bar","man, bar","bar, man",379
332459,751ab447771ba1aa08abe72521401bad9e305a48,"A man walks into a bar. . . ""ouch""","a man walks into a bar ...  "" ouch """,10,"man, bar","man, bar","bar, man",379
332460,751ab447771ba1aa08abe72521401bad9e305a48,"A man walks into a bar..... ""ouch""","a man walks into a bar ...  "" ouch """,10,"man, bar","man, bar","bar, man",379
332461,751ab447771ba1aa08abe72521401bad9e305a48,"A man walks into a bar... ""ouch""","a man walks into a bar ...  "" ouch """,10,"man, bar","man, bar","bar, man",379
333691,758ca192acf234517b6f6d613f73c7fe2070b3d7,"A man is walking into a bar Right before he enters, someone stops him and says: ""don't go in there, it's a fucking joke""","a man is walking into a bar right before he enters , someone stops him and says : "" don't go in there , it's a fucking joke """,29,"man, bar","man, bar","bar, man",379
339836,77b93be9bec6baf163b3445dff978207e64d53ef,What do you call a deaf man in a bar? Anything you want.,what do you call a deaf man in a bar ? anything you want .,15,"man, bar","man, bar","bar, man",379
340162,77d8eca52e0874f7bccd8a343c1502382bc157fe,So...A man walks into a bar and says... Ouch!,so ... a man walks into a bar and says ...  ouch !,13,"man, bar","man, bar","bar, man",379
340922,781ae92d2b6badc62d4279ed250b23a1bc29147f,"A man walks into a bar. He says, ouch! I need to be more careful where I am walking.","a man walks into a bar . he says , ouch ! i need to be more careful where i am walking .",23,"man, bar","man, bar","bar, man",379
343846,791dd7323a8f3fd19cd731fd86581e0272daf30f,A man walks into a bar while texting. That's why you shouldn't walk while texting.,a man walks into a bar while texting . that's why you shouldn't walk while texting .,17,"man, bar","man, bar","bar, man",379
344861,79792b2be476ce832aa8bf78ed551ff51ea26728,A man walks into a bar...... Au!!!,a man walks into a bar ...  au !,9,"man, bar","man, bar","bar, man",379
346468,7a029738b67c3b650518ff0970171f441ad7baf7,A man walks into a bar he says ouch!,a man walks into a bar he says ouch !,10,"man, bar","man, bar","bar, man",379
346640,7a11fad95d9da342c8a809f1c7a15275062d08d0,A Muslim man walks into a bar... He walks out.,a muslim man walks into a bar ...  he walks out .,12,"man, bar","man, bar","bar, man",379
353434,7c739bc049bec5d6398ed61cd22cb61a816a6011,A man walks into a bar He says ow,a man walks into a bar he says ow,9,"man, bar","man, bar","bar, man",379
353807,7c94547ccfd77f21bab94f83028c0139bdb90824,"Two Irish men walk out of a bar Well, it could happen!","two irish men walk out of a bar well , it could happen !",14,"man, bar","man, bar","bar, man",379
356228,7d65749bdf546daa9141bce7d233e1f7a7fb4084,"A man walks into a bar — He says ""ow, that hurt""","a man walks into a bar he says "" ow , that hurt """,14,"man, bar","man, bar","bar, man",379
356563,7d84ba44b89ee3e6e2311992a07744497a268819,You can lead a man to a gay bar But you can't force him to dink.,you can lead a man to a gay bar but you can't force him to dink .,17,"man, bar","man, bar","bar, man",379
357716,7df122c27b416d408266600d636c5a4c8093cc09,2 men walked into a bar The other one ducked,2 men walked into a bar the other one ducked,10,"man, bar","man, bar","bar, man",379
361676,7f517b080c6d72f168430b7e0c712e4d6bb2aee9,Three men walk into a bar... You'd have thought the third one would have seen it.,three men walk into a bar ...  you'd have thought the third one would have seen it .,18,"man, bar","man, bar","bar, man",379
362251,7f810881c619ec040bf60b5d63ca0ab53a52a967,"An Irish man walks out of a bar. Hey, it could happen.","an irish man walks out of a bar . hey , it could happen .",15,"man, bar","man, bar","bar, man",379
363416,7fe80a84be488d401453ce2b66aa41ce6a72af72,A man walks into a bar. He sat down and drank.,a man walks into a bar . he sat down and drank .,13,"man, bar","man, bar","bar, man",379
363683,8002f0cdff649545e48f7dd6f83f3c433d816ea5,A man walks into a bar. It knocks him out cold.,a man walks into a bar . it knocks him out cold .,13,"man, bar","man, bar","bar, man",379
364046,80234497b8558b7cb8e5bc9525ddab4a93e87c2f,A man walks into a bar and says... OUCH!,a man walks into a bar and says ...  ouch !,11,"man, bar","man, bar","bar, man",379
364047,80234497b8558b7cb8e5bc9525ddab4a93e87c2f,A man walks into a bar and says.... OUCH!!!,a man walks into a bar and says ...  ouch !,11,"man, bar","man, bar","bar, man",379
364498,804ebb2af74c6c766c53abe2ea0a1987c7b6665e,A man walked into a bar He should have ducked!,a man walked into a bar he should have ducked !,11,"man, bar","man, bar","bar, man",379
365320,809891c9fc8b4cd7e2e04125c7da99cbec73ee60,Two men walk into a bar.. ..you think the first one would've ducked.,two men walk into a bar ... you think the first one would've ducked .,15,"man, bar","man, bar","bar, man",379
366154,80e2cef54b95633f69e436d13693ad71e3d20527,A chinese man walks into a bar and buys it.,a chinese man walks into a bar and buys it .,11,"man, bar","man, bar","bar, man",379
368118,819278786fb3091f267d3e793acade31193da55c,A man walks into a bar — he should have ducked,a man walks into a bar he should have ducked,10,"man, bar","man, bar","bar, man",379
368846,81d34ca9361a18cd134ffea5c8ababe6d38fb197,Two Jewish men walked into a bar which was super crowded So they bought it,two jewish men walked into a bar which was super crowded so they bought it,15,"man, bar","man, bar","bar, man",379
368880,81d65be50f0d8e8cd1cd783d45b27f047023e51b,"Two men walk into a bar, ouch! It's bad but alright","two men walk into a bar , ouch ! it's bad but alright",13,"man, bar","man, bar","bar, man",379
369165,81ed6f43bc990cbafdd671e6909d674082cb9ec6,"A man walks into a bar. Unfortunately, this has become a joke.","a man walks into a bar . unfortunately , this has become a joke .",15,"man, bar","man, bar","bar, man",379
370491,826320bdb454f031b9343bb2405e0142b0f87104,A man walks into a bar Turns out he was blind,a man walks into a bar turns out he was blind,11,"man, bar","man, bar","bar, man",379
370851,8283a415a186b7ba827b73b80719c4ed2c70c9f8,An Irish man walks out of a bar... Just kidding,an irish man walks out of a bar ...  just kidding,11,"man, bar","man, bar","bar, man",379
374317,83c009ffa9ef9f6293c8938392021b0363c2c316,A man walks into a bar... Ow.,a man walks into a bar ...  ow .,9,"man, bar","man, bar","bar, man",379
374723,83e2e98e39ed0113684b2dee77906bf3c1ef5245,What did the man say when he walked into the bar? Ouch.,what did the man say when he walked into the bar ? ouch .,14,"man, bar","man, bar","bar, man",379
377853,8507494c9870b00cc97c2ed8c3c422b47af3877d,What do you find in the Bar Drunk men,what do you find in the bar drunk men,9,"bar, man","bar, man","bar, man",379
379082,85730da9679c3622e0f97699d00413eaeff12e14,"An Irish man walks out of the bar....... I mean, you know that could happen","an irish man walks out of the bar ...  i mean , you know that could happen",17,"man, bar","man, bar","bar, man",379
381124,8623f76164c972c348a8bc1743b809c1bc119e1e,A man walks into a bar And it really fucking hurt actually.,a man walks into a bar and it really fucking hurt actually .,13,"man, bar","man, bar","bar, man",379
381130,8624efa1c9abc260f6b630537c3d9dd90b802c5b,An Irish Man Walks Out of a Bar... What? It could happen.,an irish man walks out of a bar ...  what ? it could happen .,15,"man, bar","man, bar","bar, man",379
383346,86f01270d5c278eb42871d313a4c54a81723af56,"I tried to stop two men from stabbing each other outside a bar. I yelled ""CUT IT OUT!""","i tried to stop two men from stabbing each other outside a bar . i yelled "" cut it out ! """,22,"man, bar","man, bar","bar, man",379
384953,8783c37232ab7b1eea8fa683dff0743149a63068,"Three men walk into a bar The fourth one asks ""You guys ok? Didn't you see that low hanging bar?""","three men walk into a bar the fourth one asks "" you guys ok ? didn't you see that low hanging bar ? """,24,"bar, man","bar, man","bar, man",379
389732,8939ee8d4eb904c868f2fa5658d5cb7cf0472f92,A blind man walks into a bar ow.,a blind man walks into a bar ow .,9,"man, bar","man, bar","bar, man",379
392514,8a2d0574b4d658cba232ff044c6d8c193dea8407,A man walks into a bar... and says aw,a man walks into a bar ...  and says aw,10,"man, bar","man, bar","bar, man",379
392538,8a2f6eeb95c15f721b2d314b1811482bd8804f11,A man walks into a bar... Ow,a man walks into a bar ...  ow,8,"man, bar","man, bar","bar, man",379
392825,8a4c326b76c120d933943d1a634e238129ed3e90,"A Man Come Inside The Bar The Bar replied, ""You came? Seriously?""","a man come inside the bar the bar replied , "" you came ? seriously ? """,17,"bar, man","bar, man","bar, man",379
393457,8a83685b793e53ec700a2542de2842449a3bc77f,Two straight men walk into a gay bar Two gay men walk out of a straight bar,two straight men walk into a gay bar two gay men walk out of a straight bar,17,"man, bar","man, bar","bar, man",379
395431,8b3849def6f63b185f7186915e21dfb023719ce9,An Irish Man walks out of a bar it is possible .,an irish man walks out of a bar it is possible .,12,"man, bar","man, bar","bar, man",379
395735,8b54075de2c266cc7634ba101847737722abf48a,A man goes into a bar... A bar goes into a man...,a man goes into a bar ...  a bar goes into a man ...,14,"man, bar","man, bar","bar, man",379
397960,8c237a6399d87c525ddba36e2734bf69b7eeb8eb,"A blind man walks into a bar, what happens next? He says ouch.","a blind man walks into a bar , what happens next ? he says ouch .",16,"man, bar","man, bar","bar, man",379
398476,8c57b9e55401100ae19f2ca39e03ced5c20f6836,"A man walks into a bar and says ""Ouch!""","a man walks into a bar and says "" ouch ! """,12,"man, bar","man, bar","bar, man",379
400182,8cf49ca86194f7fc7cd16af9e7e70212840c4d92,"A man walks into a bar ""Ouch"" he says","a man walks into a bar "" ouch "" he says",11,"man, bar","man, bar","bar, man",379
404746,8e98fc5f146634d708b3e0b996727a1594f01952,"Ouch A man walks into a bar and he simply said ""ouch.""","ouch a man walks into a bar and he simply said "" ouch . """,15,"man, bar","man, bar","bar, man",379
405638,8eeaf30b9585397d71c005cb016020e989c8798e,three men walk into a bar; only two walk out. what happened to the third? he stayed inside.,three men walk into a bar ; only two walk out . what happened to the third ? he stayed inside .,22,"man, bar","man, bar","bar, man",379
408125,8fc9abbcdd7f9b18705334eb447638b2d5ebe3e6,"Why did the ""feminist"" man walk into the bar? Because it was set so low.","why did the "" feminist "" man walk into the bar ? because it was set so low .",19,"man, bar","man, bar","bar, man",379
413385,91b035d64fef92206e7f818d3f770984114f5927,"A man walks into a bar He was startled, but unharmed.","a man walks into a bar he was startled , but unharmed .",13,"man, bar","man, bar","bar, man",379
414328,9201ee1b8c03e0fb6236a01af155d0f75e7a96eb,"A man walks into a bar He says ""ouch, who put this bar here?""","a man walks into a bar he says "" ouch , who put this bar here ? """,18,"bar, man","bar, man","bar, man",379
415633,9275ad16728e5ae2f23f458f0024e45ecd1b45eb,Three Irish men walk out of a bar No......no it could really happen.,three irish men walk out of a bar no ... no it could really happen .,16,"man, bar","man, bar","bar, man",379
416201,92a89518fa4a32910e184d320d6a969dbb567f32,A man walks into a bar... Looks like it hurt.,a man walks into a bar ...  looks like it hurt .,12,"man, bar","man, bar","bar, man",379
423792,9555944b9cd2bc9a74f8b25e6fc8efb9b10c3eeb,A man walked into a bar. It killed and ate him.,a man walked into a bar . it killed and ate him .,13,"man, bar","man, bar","bar, man",379
425363,95e12e09624a29089752cd8c2b9f73ffa90fc15e,"A man walks into a bar ""Ow"".","a man walks into a bar "" ow "" .",10,"man, bar","man, bar","bar, man",379
426624,96545b2fbd3ac277435d4fb93f47a42b45b302d9,"A man walks into a bar He says ""ouch!""","a man walks into a bar he says "" ouch ! """,12,"man, bar","man, bar","bar, man",379
429522,975ff6aa4170ab26230b906a913e0538ec42ed94,Three men walked into a bar Thought one of em had seen it.,three men walked into a bar thought one of em had seen it .,14,"man, bar","man, bar","bar, man",379
